Orthogroup	Achatina_immaculata	Biomphalaria_glabrata	Biomphalaria_straminea	Chrysomallon_squamiferum	Crassostrea_gigas	Cyclina_sinensis	Haliotis_rubra	Magallana_hongkongensis	Marisa_cornuarietis	Octopus_sinensis	Pinctada_fucata_martensii	Pomacea_canaliculata	Scapharca_Anadara_broughtonii	Total
OG0000396	1	2	2	1	7	9	11	6	2	1	5	3	8	58
OG0000397	1	5	6	0	4	5	3	4	8	0	7	6	9	58
OG0000398	3	5	8	4	3	11	7	3	3	2	3	3	3	58
OG0000399	0	0	0	6	5	2	8	5	8	0	10	7	7	58
OG0000400	0	0	0	0	25	0	0	31	0	0	2	0	0	58
OG0000401	0	0	0	0	19	3	0	16	0	0	15	0	5	58
OG0000402	0	0	0	0	25	4	3	17	0	0	4	0	5	58
OG0000403	0	0	0	0	0	8	3	8	0	0	38	1	0	58
OG0000404	0	0	0	0	0	0	1	0	0	0	57	0	0	58
OG0000405	0	0	0	0	0	0	0	0	42	0	0	16	0	58
OG0000406	0	0	0	0	0	0	0	0	0	58	0	0	0	58
OG0000407	5	3	3	5	5	4	8	6	3	2	3	3	7	57
OG0000408	2	9	6	4	3	1	4	6	7	3	1	7	4	57
OG0000409	0	0	0	0	11	8	0	16	0	0	10	0	12	57
OG0000410	4	3	4	1	7	5	10	4	7	1	3	5	2	56
OG0000411	5	4	5	3	7	5	2	6	3	3	5	3	5	56
OG0000412	1	3	1	1	11	1	1	31	1	1	2	1	1	56
OG0000413	2	3	3	4	5	4	11	6	5	1	4	4	4	56
OG0000414	3	5	4	3	5	3	8	6	4	1	5	4	5	56
OG0000415	1	4	3	1	10	6	5	17	1	0	2	1	5	56
OG0000416	0	0	0	9	8	3	6	8	2	1	5	3	11	56
OG0000417	0	0	0	0	0	0	0	0	56	0	0	0	0	56
OG0000418	0	0	0	0	0	0	0	0	0	56	0	0	0	56
OG0000419	6	4	4	2	1	4	23	3	2	1	1	2	2	55
OG0000420	5	3	4	4	4	10	6	4	3	4	2	2	4	55
OG0000421	1	2	2	3	4	3	13	4	4	7	5	5	2	55
OG0000422	2	3	4	3	5	6	6	6	3	2	3	6	6	55
OG0000423	3	2	5	1	2	10	6	5	5	0	8	6	2	55
OG0000424	4	3	3	4	3	6	11	3	5	1	1	7	4	55
OG0000425	2	2	2	3	4	4	12	4	11	1	2	6	2	55
OG0000426	6	2	6	1	13	0	9	7	1	1	3	1	5	55
OG0000427	0	7	4	0	4	7	1	4	18	0	1	8	1	55
OG0000428	0	1	2	0	8	7	8	14	1	0	7	1	6	55
OG0000429	0	0	1	0	21	0	0	33	0	0	0	0	0	55
OG0000430	0	0	0	0	23	1	8	13	0	0	6	0	4	55
OG0000431	0	0	0	0	45	0	0	9	0	0	1	0	0	55
OG0000432	0	0	0	0	2	0	0	30	0	0	23	0	0	55
OG0000433	3	4	5	1	5	4	3	5	7	4	3	4	6	54
OG0000434	54	0	0	0	0	0	0	0	0	0	0	0	0	54
OG0000435	3	6	8	1	1	0	15	1	3	0	0	16	0	54
OG0000436	6	3	3	2	3	6	3	5	3	0	6	4	10	54
OG0000437	3	6	7	2	4	7	4	1	0	2	13	1	4	54
OG0000438	5	6	9	3	4	3	4	4	3	4	3	3	3	54
OG0000439	4	5	5	4	4	5	4	4	4	3	3	4	5	54
OG0000440	0	0	0	13	3	2	13	5	5	0	2	9	2	54
OG0000441	0	0	0	0	0	1	0	0	36	0	2	15	0	54
OG0000442	0	0	0	0	0	0	0	0	19	0	0	35	0	54
OG0000443	2	1	1	8	6	4	10	6	2	0	2	2	9	53
OG0000444	5	4	3	2	3	3	4	3	6	8	3	5	4	53
OG0000445	5	6	10	2	5	8	3	1	5	3	0	2	3	53
OG0000446	4	4	5	2	3	5	8	5	4	1	3	4	5	53
OG0000447	8	4	6	2	1	7	7	1	2	0	6	2	7	53
OG0000448	4	4	4	3	4	5	6	6	3	2	4	3	5	53
OG0000449	2	2	3	8	4	7	4	4	3	2	4	2	8	53
OG0000450	6	4	6	2	2	3	10	2	5	3	3	3	4	53
OG0000451	1	11	7	0	4	1	1	8	6	0	4	6	4	53
OG0000452	0	4	7	5	1	7	9	0	5	5	0	5	5	53
OG0000453	0	16	30	0	1	1	0	3	1	0	0	1	0	53
OG0000454	0	0	0	7	11	6	5	18	0	0	4	0	2	53
OG0000455	0	0	0	12	6	10	5	10	0	1	5	0	4	53
OG0000456	0	0	0	0	53	0	0	0	0	0	0	0	0	53
OG0000457	0	0	0	0	26	0	0	27	0	0	0	0	0	53
OG0000458	0	0	0	0	23	0	1	8	0	0	14	0	7	53
OG0000459	0	0	0	0	4	1	0	10	2	0	24	2	10	53
OG0000460	6	2	3	1	3	5	9	4	6	1	4	5	3	52
OG0000461	4	3	4	3	4	5	3	5	5	2	3	6	5	52
OG0000462	1	6	11	2	0	3	13	4	1	4	7	0	0	52
OG0000463	4	1	2	2	7	5	3	9	4	1	3	5	6	52
OG0000464	3	3	5	3	3	5	5	5	6	3	2	6	3	52
OG0000465	3	3	5	2	5	3	6	2	9	1	1	10	2	52
OG0000466	3	8	7	1	0	5	17	0	5	0	0	4	2	52
OG0000467	3	1	5	3	2	4	5	3	5	5	6	5	5	52
OG0000468	4	6	5	1	4	1	19	4	2	0	2	2	2	52
OG0000469	2	2	1	1	9	1	1	19	2	2	2	1	9	52
OG0000470	0	3	2	6	6	3	6	2	5	2	7	5	5	52
OG0000471	0	0	0	0	14	3	3	19	0	0	0	0	13	52
OG0000472	0	0	0	0	2	5	32	12	0	0	0	0	1	52
OG0000473	0	0	0	0	5	0	22	3	4	0	3	4	11	52
OG0000474	0	0	0	0	0	0	0	1	0	0	51	0	0	52
OG0000475	5	6	8	3	2	3	6	2	1	1	8	3	3	51
OG0000476	4	3	8	1	1	3	6	9	3	0	2	4	7	51
OG0000477	1	5	8	5	2	1	14	6	1	1	2	1	4	51
OG0000478	9	5	4	0	0	4	11	1	6	4	5	1	1	51
OG0000479	4	5	9	2	3	4	3	5	4	2	4	2	4	51
OG0000480	3	2	3	3	5	4	4	9	3	2	4	3	6	51
OG0000481	1	2	2	5	5	4	4	5	7	2	2	7	5	51
OG0000482	0	2	48	0	0	0	0	0	0	0	1	0	0	51
OG0000483	0	0	0	6	7	8	7	8	0	1	3	1	10	51
OG0000484	0	0	0	1	9	5	6	10	0	1	8	0	11	51
OG0000485	0	0	0	1	4	4	24	2	0	5	4	1	6	51
OG0000486	0	0	0	0	18	0	0	30	0	0	2	0	1	51
OG0000487	0	0	0	0	10	24	0	8	0	0	2	0	7	51
OG0000488	0	0	0	0	0	0	0	0	9	0	0	42	0	51
OG0000489	50	0	0	0	0	0	0	0	0	0	0	0	0	50
OG0000490	6	4	5	2	4	5	3	5	4	1	3	4	4	50
OG0000491	6	7	2	3	4	2	2	0	4	6	5	5	4	50
OG0000492	3	4	9	2	3	4	4	3	5	1	4	4	4	50
OG0000493	3	1	1	2	4	5	8	5	1	2	4	4	10	50
OG0000494	3	4	8	0	6	7	4	6	3	2	1	5	1	50
OG0000495	3	12	10	0	4	1	1	4	1	6	2	1	5	50
OG0000496	8	7	10	1	6	3	2	4	1	0	3	1	4	50
OG0000497	5	4	5	2	3	4	5	3	5	3	3	5	3	50
OG0000498	3	3	3	3	3	5	6	4	2	13	2	1	2	50
OG0000499	2	8	5	10	2	2	3	5	2	1	3	5	2	50
OG0000500	1	1	1	1	6	26	2	5	1	1	0	1	4	50
OG0000501	2	2	2	3	1	6	11	1	6	2	4	7	3	50
OG0000502	3	6	12	4	1	1	5	1	1	4	6	1	5	50
OG0000503	13	7	10	0	2	1	3	2	5	0	1	6	0	50
OG0000504	3	4	4	3	4	5	4	4	3	4	5	3	4	50
OG0000505	5	7	11	2	3	2	4	3	4	1	2	4	2	50
OG0000506	2	7	10	2	3	4	7	3	2	5	2	2	1	50
OG0000507	4	5	7	0	4	3	10	1	4	2	2	5	3	50
OG0000508	1	1	1	5	7	4	7	12	1	0	7	2	2	50
OG0000509	1	6	5	3	13	0	2	11	1	0	2	1	5	50
OG0000510	0	0	2	0	6	3	8	17	4	0	5	5	0	50
OG0000511	0	0	0	1	5	6	10	19	2	2	1	4	0	50
OG0000512	0	0	0	8	8	6	0	10	0	0	9	0	9	50
OG0000513	0	0	0	1	9	2	2	10	5	0	9	5	7	50
OG0000514	0	0	0	1	8	31	1	4	0	0	3	0	2	50
OG0000515	0	0	0	0	12	1	0	27	0	0	10	0	0	50
OG0000516	0	0	0	0	47	0	0	2	0	0	1	0	0	50
OG0000517	0	0	0	0	30	5	1	7	0	0	7	0	0	50
OG0000518	0	0	0	0	5	23	5	8	0	0	7	0	2	50
OG0000519	0	0	0	0	4	1	0	1	32	0	2	10	0	50
OG0000520	0	0	0	0	0	0	14	0	11	0	2	21	2	50
OG0000521	2	4	4	4	3	4	4	4	5	1	6	5	3	49
OG0000522	49	0	0	0	0	0	0	0	0	0	0	0	0	49
OG0000523	5	4	4	6	3	4	5	2	3	1	2	7	3	49
OG0000524	4	5	4	3	2	4	7	6	3	2	4	3	2	49
OG0000525	1	5	10	2	3	1	6	3	5	0	2	8	3	49
OG0000526	1	0	0	3	2	2	6	3	17	1	3	7	4	49
OG0000527	5	4	4	4	4	4	3	6	2	4	3	3	3	49
OG0000528	2	5	4	5	2	8	6	2	4	3	2	3	3	49
OG0000529	3	3	6	0	8	5	1	13	0	0	5	0	5	49
OG0000530	5	3	7	2	2	2	4	2	3	8	3	3	5	49
OG0000531	4	2	2	4	5	6	5	4	4	1	3	3	6	49
OG0000532	5	4	3	3	4	7	3	6	3	3	3	2	3	49
OG0000533	6	3	5	5	3	4	4	2	5	4	1	4	3	49
OG0000534	2	9	38	0	0	0	0	0	0	0	0	0	0	49
OG0000535	1	1	1	0	5	11	4	6	2	4	7	3	4	49
OG0000536	1	0	0	1	6	7	11	3	3	0	7	4	6	49
OG0000537	0	2	8	0	1	1	0	7	0	1	10	0	19	49
OG0000538	0	0	0	0	6	7	2	8	0	0	8	0	18	49
OG0000539	0	0	0	0	11	4	7	16	6	0	4	1	0	49
OG0000540	0	0	0	0	7	2	8	6	0	0	11	0	15	49
OG0000541	0	0	0	0	0	1	0	22	0	0	14	0	12	49
OG0000542	0	0	0	0	0	0	48	0	0	0	1	0	0	49
OG0000543	2	2	3	2	4	3	9	4	3	1	5	3	7	48
OG0000544	2	4	2	1	4	3	9	4	2	1	4	2	10	48
OG0000545	7	4	6	1	3	2	4	3	4	3	3	3	5	48
OG0000546	7	2	2	0	0	2	9	0	14	0	0	12	0	48
OG0000547	4	9	16	1	1	2	5	1	1	1	2	2	3	48
OG0000548	2	2	1	22	1	1	10	2	1	1	3	1	1	48
OG0000549	2	3	2	3	3	7	5	4	4	3	4	5	3	48
OG0000550	3	3	6	2	1	2	10	6	1	2	8	2	2	48
OG0000551	6	4	3	3	3	3	3	4	4	4	3	4	4	48
OG0000552	4	1	12	1	3	6	3	8	4	0	0	4	2	48
OG0000553	21	13	14	0	0	0	0	0	0	0	0	0	0	48
OG0000554	6	5	6	0	3	3	9	2	2	0	5	2	5	48
OG0000555	1	2	1	0	5	7	6	5	1	3	6	1	10	48
OG0000556	1	1	1	1	1	8	2	1	1	1	0	1	29	48
OG0000557	13	14	21	0	0	0	0	0	0	0	0	0	0	48
OG0000558	1	7	12	1	2	1	6	2	3	5	1	4	3	48
OG0000559	1	20	26	0	0	0	1	0	0	0	0	0	0	48
OG0000560	0	2	3	3	6	2	5	6	4	5	3	4	5	48
OG0000561	0	1	0	13	4	7	8	2	2	0	2	4	5	48
OG0000562	0	0	1	0	21	0	0	24	0	0	1	0	1	48
OG0000563	0	0	2	0	42	0	1	1	0	0	2	0	0	48
OG0000564	0	0	0	6	0	0	33	0	0	3	3	0	3	48
OG0000565	0	0	0	0	10	13	2	5	1	0	11	1	5	48
OG0000566	0	0	0	0	28	0	4	3	0	0	7	0	6	48
OG0000567	0	0	0	0	1	0	47	0	0	0	0	0	0	48
OG0000568	0	0	0	0	1	2	33	4	0	0	3	0	5	48
OG0000569	16	9	9	0	0	0	1	0	6	0	0	6	0	47
OG0000570	3	2	7	1	5	9	3	5	2	3	2	3	2	47
OG0000571	2	7	4	4	3	2	8	3	3	0	2	4	5	47
OG0000572	3	1	1	1	7	2	7	5	3	0	6	3	8	47
OG0000573	8	6	5	2	2	3	4	2	4	2	2	5	2	47
OG0000574	14	6	8	0	1	3	5	1	2	1	2	1	3	47
OG0000575	5	2	3	0	4	1	5	7	5	0	8	4	3	47
OG0000576	2	4	9	2	2	3	4	4	2	1	8	2	4	47
OG0000577	3	3	1	5	4	4	4	5	4	2	3	4	5	47
OG0000578	1	3	4	3	3	10	3	4	2	3	1	2	8	47
OG0000579	5	9	3	1	4	2	4	1	1	6	1	5	5	47
OG0000580	2	6	4	0	5	1	8	3	4	1	0	1	12	47
OG0000581	4	3	3	2	3	4	3	4	2	2	6	2	9	47
OG0000582	2	5	4	1	2	1	16	2	1	2	2	7	2	47
OG0000583	1	5	9	1	2	2	9	3	3	2	4	1	5	47
OG0000584	0	2	5	21	3	2	2	6	1	0	1	1	3	47
OG0000585	0	3	7	1	7	9	2	6	1	3	3	1	4	47
OG0000586	0	0	0	12	4	4	9	4	4	1	1	6	2	47
OG0000587	0	0	0	0	45	0	0	1	0	0	1	0	0	47
OG0000588	0	0	0	0	9	3	4	10	0	0	9	0	12	47
OG0000589	0	0	0	0	2	3	0	16	0	0	15	0	11	47
OG0000590	0	0	0	0	11	10	0	13	0	0	8	0	5	47
OG0000591	0	0	0	0	0	44	0	0	0	0	1	1	1	47
OG0000592	0	0	0	0	0	0	0	0	18	0	0	29	0	47
OG0000593	4	4	9	2	2	2	4	7	2	3	2	3	2	46
OG0000594	6	3	3	1	3	4	4	6	2	1	6	2	5	46
OG0000595	2	2	4	3	3	2	7	5	2	2	3	6	5	46
OG0000596	3	5	13	1	2	3	6	2	2	1	3	3	2	46
OG0000597	2	2	1	1	3	4	2	6	2	10	6	2	5	46
OG0000598	2	7	4	3	5	3	3	8	3	1	1	2	4	46
OG0000599	4	2	2	4	5	3	5	6	3	3	3	3	3	46
OG0000600	3	5	8	2	3	0	6	4	3	1	5	3	3	46
OG0000601	5	3	4	4	2	5	4	4	3	4	2	3	3	46
OG0000602	4	3	3	3	3	3	9	3	2	3	2	3	5	46
OG0000603	46	0	0	0	0	0	0	0	0	0	0	0	0	46
OG0000604	7	3	6	3	2	4	5	2	4	1	1	3	5	46
OG0000605	4	3	5	1	7	3	3	8	2	2	2	2	4	46
OG0000606	6	6	4	1	3	4	4	4	4	2	3	2	3	46
OG0000607	4	6	7	0	1	1	10	3	5	0	1	5	3	46
OG0000608	1	0	0	0	3	2	3	6	0	0	25	0	6	46
OG0000609	2	1	3	0	4	10	2	5	2	1	5	1	10	46
OG0000610	1	2	2	2	5	4	5	5	5	2	4	4	5	46
OG0000611	1	0	2	2	3	7	5	1	3	7	9	3	3	46
OG0000612	0	8	5	0	1	0	1	0	16	0	0	15	0	46
OG0000613	0	20	26	0	0	0	0	0	0	0	0	0	0	46
OG0000614	0	0	0	1	10	2	6	23	0	0	3	1	0	46
OG0000615	0	0	0	6	14	4	4	11	2	3	0	2	0	46
OG0000616	0	0	0	0	3	2	0	3	0	34	2	0	2	46
OG0000617	0	0	0	0	0	0	46	0	0	0	0	0	0	46
OG0000618	0	0	0	0	0	0	46	0	0	0	0	0	0	46
OG0000619	45	0	0	0	0	0	0	0	0	0	0	0	0	45
OG0000620	3	3	5	2	5	4	4	3	2	2	4	2	6	45
OG0000621	1	2	3	1	5	5	2	10	1	4	3	1	7	45
OG0000622	2	3	7	5	2	4	5	3	3	2	1	5	3	45
OG0000623	3	1	1	0	2	0	13	0	0	0	23	0	2	45
OG0000624	4	11	5	1	2	2	3	3	0	2	7	0	5	45
OG0000625	3	4	3	3	4	4	3	4	4	1	5	3	4	45
OG0000626	2	0	0	0	2	7	3	21	0	5	3	0	2	45
OG0000627	3	3	4	0	4	2	3	11	2	2	7	2	2	45
OG0000628	3	4	5	3	3	3	3	4	5	2	1	6	3	45
OG0000629	3	3	7	0	3	3	16	4	0	0	3	0	3	45
OG0000630	2	1	1	1	6	4	4	5	4	1	5	4	7	45
OG0000631	8	5	9	2	2	3	4	2	2	3	1	2	2	45
OG0000632	1	1	1	1	8	8	4	9	1	1	5	1	4	45
OG0000633	0	41	4	0	0	0	0	0	0	0	0	0	0	45
OG0000634	0	4	5	4	3	2	4	5	2	2	2	5	7	45
OG0000635	0	16	27	0	0	1	0	0	0	0	1	0	0	45
OG0000636	0	0	0	0	19	0	0	26	0	0	0	0	0	45
OG0000637	0	0	0	0	9	7	4	12	0	0	4	0	9	45
OG0000638	0	0	0	0	13	1	0	22	0	0	8	0	1	45
OG0000639	0	0	0	0	1	0	0	44	0	0	0	0	0	45
OG0000640	0	0	0	0	0	0	3	0	0	0	42	0	0	45
OG0000641	0	0	0	0	0	0	0	0	0	0	44	0	1	45
OG0000642	2	2	5	8	1	3	6	6	1	1	6	2	1	44
OG0000643	6	4	6	2	2	4	8	2	1	1	5	1	2	44
OG0000644	4	1	5	1	4	2	1	4	5	2	6	4	5	44
OG0000645	2	2	2	1	1	3	16	1	6	0	1	5	4	44
OG0000646	4	9	12	2	2	2	2	1	1	1	2	1	5	44
OG0000647	2	2	3	4	7	3	2	4	3	3	4	3	4	44
OG0000648	2	6	8	1	4	2	3	4	3	2	1	3	5	44
OG0000649	4	5	4	0	4	3	1	9	5	2	1	4	2	44
OG0000650	4	4	3	2	4	1	3	4	3	7	2	3	4	44
OG0000651	4	3	4	6	5	2	6	8	1	0	2	1	2	44
OG0000652	2	4	4	3	15	1	5	3	1	0	2	1	3	44
OG0000653	1	4	6	3	3	4	4	4	2	4	2	2	5	44
OG0000654	4	4	6	3	2	5	5	3	2	4	2	2	2	44
OG0000655	1	0	0	4	10	7	5	7	1	0	3	1	5	44
OG0000656	5	0	0	2	4	2	4	3	8	0	3	12	1	44
OG0000657	4	3	3	5	4	4	8	4	3	1	2	3	0	44
OG0000658	1	1	2	29	2	1	2	1	1	1	1	1	1	44
OG0000659	1	6	10	0	5	4	2	5	2	2	2	2	3	44
OG0000660	0	8	11	2	0	0	14	0	1	0	0	1	7	44
OG0000661	0	1	2	0	5	7	5	8	3	1	4	3	5	44
OG0000662	0	0	0	0	15	4	4	7	0	0	13	0	1	44
OG0000663	0	0	0	0	5	4	10	4	0	0	6	0	15	44
OG0000664	0	0	0	0	1	4	0	23	0	0	15	0	1	44
OG0000665	2	3	3	5	4	1	6	3	3	1	3	7	2	43
OG0000666	4	2	3	3	3	3	3	4	3	8	2	2	3	43
OG0000667	5	7	13	0	3	1	2	3	1	0	4	2	2	43
OG0000668	2	2	2	2	4	6	4	6	2	4	3	4	2	43
OG0000669	1	2	4	3	5	2	6	6	3	1	7	2	1	43
OG0000670	4	4	5	2	3	3	5	3	3	4	2	4	1	43
OG0000671	2	8	6	2	0	0	3	0	11	0	1	10	0	43
OG0000672	3	4	4	2	5	2	4	4	3	1	3	3	5	43
OG0000673	2	1	4	0	5	6	2	5	3	2	8	3	2	43
OG0000674	2	0	2	8	4	4	6	4	2	0	2	3	6	43
OG0000675	3	2	5	3	4	2	5	4	3	1	5	2	4	43
OG0000676	8	14	21	0	0	0	0	0	0	0	0	0	0	43
OG0000677	1	2	3	2	6	5	7	5	2	4	2	1	3	43
OG0000678	4	2	2	2	1	1	1	2	6	21	1	0	0	43
OG0000679	3	3	2	1	4	2	3	6	3	6	3	2	5	43
OG0000680	3	6	5	2	3	3	3	4	3	2	3	3	3	43
OG0000681	0	0	0	43	0	0	0	0	0	0	0	0	0	43
OG0000682	0	0	0	1	2	8	25	3	0	0	1	1	2	43
OG0000683	0	0	0	0	9	0	0	17	0	0	17	0	0	43
OG0000684	0	0	0	0	10	2	0	25	3	0	1	2	0	43
OG0000685	0	0	0	0	7	0	0	35	0	0	1	0	0	43
OG0000686	0	0	0	0	0	0	0	0	43	0	0	0	0	43
OG0000687	0	0	0	0	0	0	0	0	0	43	0	0	0	43
OG0000688	2	4	8	2	3	2	4	2	3	3	2	3	4	42
OG0000689	6	3	7	2	8	0	3	3	3	0	3	3	1	42
OG0000690	2	2	1	1	3	6	5	6	4	1	4	3	4	42
OG0000691	4	12	15	1	0	0	1	0	1	0	8	0	0	42
OG0000692	4	4	5	2	0	4	1	0	12	0	0	10	0	42
OG0000693	4	3	2	3	3	5	3	3	4	4	2	3	3	42
OG0000694	2	3	5	1	3	6	7	5	1	2	2	1	4	42
OG0000695	1	1	1	1	10	1	1	8	2	1	7	3	5	42
OG0000696	30	5	7	0	0	0	0	0	0	0	0	0	0	42
OG0000697	3	3	3	3	3	1	4	8	2	3	1	4	4	42
OG0000698	3	4	7	2	3	3	1	7	2	2	2	2	4	42
OG0000699	0	5	2	0	0	0	0	0	0	35	0	0	0	42
OG0000700	0	2	2	0	0	0	1	0	0	36	1	0	0	42
OG0000701	0	0	0	2	1	4	25	6	0	0	2	1	1	42
OG0000702	0	0	0	0	21	1	1	17	0	0	2	0	0	42
OG0000703	0	0	0	0	11	1	1	13	0	0	14	0	2	42
OG0000704	0	0	0	0	7	14	6	9	0	0	3	0	3	42
OG0000705	0	0	0	0	8	0	1	5	0	0	19	0	9	42
OG0000706	0	0	0	0	1	0	18	2	0	0	14	0	7	42
OG0000707	0	0	0	0	0	0	0	0	23	1	0	18	0	42
OG0000708	2	1	1	1	4	2	10	4	4	1	4	3	4	41
OG0000709	4	4	9	2	3	4	5	3	2	1	1	2	1	41
OG0000710	2	3	3	1	2	3	9	3	3	2	2	5	3	41
OG0000711	11	2	2	0	0	0	6	0	8	0	0	12	0	41
OG0000712	5	2	9	1	2	3	3	2	3	2	3	2	4	41
OG0000713	1	8	14	0	3	2	1	2	1	4	0	1	4	41
OG0000714	1	1	2	1	5	4	4	5	5	2	3	4	4	41
OG0000715	2	8	5	2	2	3	6	2	1	2	4	2	2	41
OG0000716	4	4	5	2	2	4	4	2	4	2	2	3	3	41
OG0000717	2	2	3	3	4	3	6	2	4	1	5	4	2	41
OG0000718	2	3	3	3	4	4	5	4	2	2	3	3	3	41
OG0000719	5	4	3	2	3	3	3	3	3	5	1	3	3	41
OG0000720	4	4	4	2	2	6	7	2	2	0	2	2	4	41
OG0000721	0	9	4	1	4	1	14	2	2	0	1	2	1	41
OG0000722	0	17	24	0	0	0	0	0	0	0	0	0	0	41
OG0000723	0	0	0	6	10	6	1	7	4	1	2	2	2	41
OG0000724	0	0	0	0	7	4	6	7	2	2	4	2	7	41
OG0000725	0	0	0	0	0	0	0	0	0	41	0	0	0	41
OG0000726	3	7	2	2	2	3	3	2	4	0	7	3	2	40
OG0000727	1	2	2	2	2	1	19	6	1	0	1	1	2	40
OG0000728	1	1	2	3	1	3	14	4	4	0	0	3	4	40
OG0000729	3	4	5	6	3	4	4	3	2	2	1	2	1	40
OG0000730	2	1	2	1	7	2	5	7	2	1	4	2	4	40
OG0000731	6	3	6	0	1	2	12	1	3	0	0	4	2	40
OG0000732	3	2	3	1	5	4	4	4	1	3	3	3	4	40
OG0000733	5	1	2	3	5	3	3	5	2	1	5	2	3	40
OG0000734	2	2	4	5	3	3	2	4	2	0	3	4	6	40
OG0000735	3	6	9	0	1	2	1	1	6	1	2	7	1	40
OG0000736	1	1	2	2	7	2	2	7	1	1	8	1	5	40
OG0000737	2	1	1	0	8	4	3	10	1	0	9	0	1	40
OG0000738	6	3	7	1	2	2	9	2	2	0	1	2	3	40
OG0000739	2	5	2	2	3	3	6	6	4	1	3	2	1	40
OG0000740	1	2	2	5	4	4	3	5	3	1	2	4	4	40
OG0000741	1	4	6	4	1	3	5	2	2	3	6	0	3	40
OG0000742	2	9	7	3	1	5	4	1	2	2	1	2	1	40
OG0000743	3	3	3	2	3	6	4	5	1	1	3	2	4	40
OG0000744	2	5	8	2	1	10	2	1	1	1	1	3	3	40
OG0000745	0	26	14	0	0	0	0	0	0	0	0	0	0	40
OG0000746	0	5	3	1	5	3	3	7	0	0	4	0	9	40
OG0000747	0	2	1	0	2	2	9	1	3	0	7	7	6	40
OG0000748	0	0	1	0	1	2	0	1	21	0	0	14	0	40
OG0000749	0	0	1	0	0	1	1	0	24	0	0	13	0	40
OG0000750	0	0	1	0	0	0	0	0	0	39	0	0	0	40
OG0000751	0	0	0	3	6	7	2	12	0	0	2	0	8	40
OG0000752	0	0	0	0	6	9	0	10	0	0	10	0	5	40
OG0000753	0	0	0	0	8	0	0	28	2	0	1	0	1	40
OG0000754	0	0	0	0	0	0	0	0	11	0	0	29	0	40
OG0000755	0	0	0	0	0	0	0	0	9	0	0	31	0	40
OG0000756	0	0	0	0	0	0	0	0	27	0	0	13	0	40
OG0000757	0	0	0	0	0	0	0	0	0	40	0	0	0	40
OG0000758	0	0	0	0	0	0	0	0	0	0	39	0	1	40
OG0000759	3	5	12	1	2	2	1	2	3	1	1	3	3	39
OG0000760	4	3	4	2	2	5	3	5	1	2	4	1	3	39
OG0000761	4	3	5	1	3	4	3	4	2	1	3	2	4	39
OG0000762	4	2	5	3	3	2	3	4	4	2	1	3	3	39
OG0000763	6	3	2	4	3	3	3	3	3	1	2	3	3	39
OG0000764	8	14	17	0	0	0	0	0	0	0	0	0	0	39
OG0000765	1	3	1	0	3	6	7	2	4	1	3	4	4	39
OG0000766	2	1	1	3	3	4	5	3	2	2	6	2	5	39
OG0000767	2	4	6	1	2	3	5	2	3	2	3	3	3	39
OG0000768	3	2	4	3	3	7	2	2	2	2	3	2	4	39
OG0000769	3	4	8	2	4	1	4	1	2	3	4	2	1	39
OG0000770	1	2	2	3	4	5	10	3	1	1	1	3	3	39
OG0000771	1	2	1	1	4	9	7	2	1	0	5	2	4	39
OG0000772	3	4	4	3	2	2	4	3	3	2	5	3	1	39
OG0000773	1	5	7	3	2	3	4	2	4	0	2	3	3	39
OG0000774	1	7	5	1	3	7	2	2	1	4	1	1	4	39
OG0000775	0	0	0	2	5	3	6	10	5	0	4	2	2	39
OG0000776	0	0	0	1	0	0	3	0	25	0	1	9	0	39
OG0000777	0	0	0	0	10	1	7	6	3	0	1	8	3	39
OG0000778	0	0	0	0	9	4	0	12	0	0	6	0	8	39
OG0000779	0	0	0	0	3	10	8	2	5	0	3	7	1	39
OG0000780	0	0	0	0	8	0	0	26	0	0	5	0	0	39
OG0000781	0	0	0	0	0	1	38	0	0	0	0	0	0	39
OG0000782	0	0	0	0	0	0	0	39	0	0	0	0	0	39
OG0000783	4	4	5	1	1	1	6	1	3	2	3	5	2	38
OG0000784	2	2	3	2	5	5	3	5	3	2	0	2	4	38
OG0000785	1	1	3	1	6	4	1	4	1	1	8	1	6	38
OG0000786	3	3	4	2	4	4	3	3	2	3	2	2	3	38
OG0000787	2	2	2	2	3	8	6	5	2	0	2	1	3	38
OG0000788	1	2	2	2	6	0	6	2	2	0	6	2	7	38
OG0000789	4	4	4	1	2	3	3	2	2	2	6	3	2	38
OG0000790	1	3	2	0	3	5	4	4	4	2	1	4	5	38
OG0000791	4	5	2	2	3	4	4	4	1	1	4	1	3	38
OG0000792	4	3	5	3	1	1	10	1	3	2	1	2	2	38
OG0000793	4	2	2	5	4	2	3	4	2	2	4	2	2	38
OG0000794	4	2	3	1	3	3	1	4	3	1	8	3	2	38
OG0000795	1	2	2	1	2	5	8	2	2	3	3	2	5	38
OG0000796	1	1	1	0	8	3	4	7	2	0	4	2	5	38
OG0000797	2	1	1	1	1	6	14	2	2	2	1	2	3	38
OG0000798	1	4	7	2	3	3	1	3	1	0	5	1	7	38
OG0000799	3	1	1	0	2	4	18	2	1	1	2	1	2	38
OG0000800	2	3	5	5	1	1	3	1	4	2	6	2	3	38
OG0000801	0	1	1	4	3	9	3	3	1	3	5	2	3	38
