#FamilyID	pvalue	Significant at 0.05
OG0002007	0.051	n
OG0002008	0.001	y
OG0002009	0.604	n
OG0002010	0.11	n
OG0002011	0.001	y
OG0002012	0.007	y
OG0002014	0.473	n
OG0002015	0.396	n
OG0002016	0.482	n
OG0002017	0.167	n
OG0002019	0.006	y
OG0002020	0.001	y
OG0002021	0.915	n
OG0002022	0.087	n
OG0002023	0.157	n
OG0002024	0.003	y
OG0002025	0.125	n
OG0002026	0.939	n
OG0002028	0.087	n
OG0002030	0.001	y
OG0002031	0.004	y
OG0002032	0.003	y
OG0002033	0.884	n
OG0002034	0.001	y
OG0002035	0.31	n
OG0002036	0.083	n
OG0002037	0.177	n
OG0002038	0.327	n
OG0002039	0.095	n
OG0002040	0.436	n
OG0002042	0.073	n
OG0002043	0.437	n
OG0002045	0.047	y
OG0002046	0.216	n
OG0002047	0.442	n
OG0002048	0.003	y
OG0002049	0.784	n
OG0002050	0.232	n
OG0002051	0.041	y
OG0002052	0.018	y
OG0002053	0.477	n
OG0002054	0.215	n
OG0002055	0.616	n
OG0002056	0.177	n
OG0002057	0.381	n
OG0002059	0.097	n
OG0002060	0.001	y
OG0002061	0.436	n
OG0002062	0.003	y
OG0002063	0.001	y
OG0002064	0.006	y
OG0002065	0.095	n
OG0002066	0.709	n
OG0002067	0.066	n
OG0002068	0.015	y
OG0002069	0.918	n
OG0002070	0.172	n
OG0002071	0.02	y
OG0002072	0.155	n
OG0002073	0.001	y
OG0002074	0.272	n
OG0002075	0.165	n
OG0002076	0.477	n
OG0002077	0.104	n
OG0002078	0.416	n
OG0002079	0.248	n
OG0002080	0.001	y
OG0002081	0.553	n
OG0002082	0	y
OG0002083	0.805	n
OG0002084	0.335	n
OG0002085	0.003	y
OG0002086	0.196	n
OG0002087	0.36	n
OG0002088	0.005	y
OG0002089	0.117	n
OG0002090	0.348	n
OG0002091	0.767	n
OG0002092	0.147	n
OG0002094	0.272	n
OG0002095	0.091	n
OG0002096	0.622	n
OG0002097	0.341	n
OG0002099	0.3	n
OG0002100	0.034	y
OG0002101	0	y
OG0002102	0.028	y
OG0002106	0.001	y
OG0002107	0.004	y
OG0002108	0.054	n
OG0002109	0.012	y
OG0002111	0.001	y
OG0002113	0.003	y
OG0002114	0.003	y
OG0002122	0.364	n
OG0002124	0.056	n
OG0002166	0.001	y
OG0002167	0.11	n
OG0002168	0.286	n
OG0002169	0.003	y
OG0002170	0.629	n
OG0002172	0.875	n
OG0002173	0.176	n
OG0002174	0.18	n
OG0002177	0.001	y
OG0002178	0.288	n
OG0002179	0.68	n
OG0002180	0.828	n
OG0002182	0.254	n
OG0002183	0.285	n
OG0002184	0.723	n
OG0002185	0.383	n
OG0002186	0.001	y
OG0002187	0.553	n
OG0002188	0.16	n
OG0002189	0.151	n
OG0002190	0.692	n
OG0002191	0.094	n
OG0002192	0.754	n
OG0002193	0.382	n
OG0002194	0.755	n
OG0002195	0.467	n
OG0002196	0.49	n
OG0002197	0.006	y
OG0002198	0.004	y
OG0002199	0.006	y
OG0002200	0.001	y
OG0002202	0.144	n
OG0002203	0.001	y
OG0002204	0.001	y
OG0002205	0.001	y
OG0002206	0.003	y
OG0002207	0.081	n
OG0002208	0.004	y
OG0002209	0.001	y
OG0002210	0.066	n
OG0002211	0.076	n
OG0002212	0.795	n
OG0002213	0.001	y
OG0002214	0.005	y
OG0002216	0.522	n
OG0002217	0.004	y
OG0002218	0.263	n
OG0002219	0.008	y
OG0002220	0.903	n
OG0002222	0.331	n
OG0002223	0.859	n
OG0002224	0.137	n
OG0002226	0.176	n
OG0002227	0.001	y
OG0002228	0.636	n
OG0002229	0.001	y
OG0002230	0.006	y
OG0002231	0.001	y
OG0002233	0.174	n
OG0002234	0.001	y
OG0002236	0.482	n
OG0002237	0.001	y
OG0002239	0.923	n
OG0002240	0.517	n
OG0002241	0.641	n
OG0002242	0.009	y
OG0002243	0.479	n
OG0002244	0.31	n
OG0002245	0.089	n
OG0002246	0.771	n
OG0002247	0.399	n
OG0002248	0.087	n
OG0002250	0.005	y
OG0002251	0.305	n
OG0002252	0.97	n
OG0002253	0.264	n
OG0002254	0.19	n
OG0002256	0.615	n
OG0002257	0.034	y
OG0002258	0.096	n
OG0002260	0.008	y
OG0002261	0.004	y
OG0002262	0.101	n
OG0002263	0.001	y
OG0002264	0.702	n
OG0002265	0.001	y
OG0002266	0.517	n
OG0002267	0.043	y
OG0002268	0.041	y
OG0002269	0.003	y
OG0002270	0.048	y
OG0002271	0.122	n
OG0002272	0.025	y
OG0002273	0.001	y
OG0002274	0.552	n
OG0002275	0.342	n
OG0002276	0.003	y
OG0002277	0.368	n
OG0002278	0.004	y
OG0002279	0.264	n
OG0002280	0.001	y
OG0002281	0.659	n
OG0002282	0.559	n
OG0002284	0.008	y
OG0002285	0.146	n
OG0002286	0.199	n
OG0002287	0.005	y
OG0002288	0.4	n
OG0002289	0.001	y
OG0002290	0.237	n
OG0002291	0.467	n
OG0002292	0.912	n
OG0002293	0.1	n
OG0002294	0.898	n
OG0002295	0.616	n
OG0002296	0.368	n
OG0002297	0.445	n
OG0002298	0.643	n
OG0002299	0.829	n
OG0002300	0.22	n
OG0002301	0.248	n
OG0002303	0.517	n
OG0002304	0.196	n
OG0002305	0.649	n
OG0002306	0.006	y
OG0002307	0.058	n
OG0002308	0.026	y
OG0002310	0.095	n
OG0002311	0.492	n
OG0002312	0.125	n
OG0002313	0.476	n
OG0002314	0.13	n
OG0002315	0.101	n
OG0002317	0.479	n
OG0002318	0.484	n
OG0002319	0.825	n
OG0002320	0.457	n
OG0002321	0.001	y
OG0002322	0.016	y
OG0002323	0.083	n
OG0002324	0.001	y
OG0002325	0.048	y
OG0002326	0.331	n
OG0002327	0.201	n
OG0002328	0.003	y
OG0002329	0.041	y
OG0002331	0	y
OG0002334	0.243	n
OG0002337	0.147	n
OG0002341	0.002	y
OG0002342	0.09	n
OG0002343	0.304	n
OG0002344	0.079	n
OG0002345	0.016	y
OG0002348	0.001	y
OG0002349	0.035	y
OG0002350	0.002	y
OG0002377	0	y
OG0002392	0.001	y
OG0002393	0.013	y
OG0002394	0.039	y
OG0002395	0.003	y
OG0002396	0.49	n
OG0002397	0.16	n
OG0002399	0.581	n
OG0002400	0.607	n
OG0002402	0.227	n
OG0002403	0.412	n
OG0002404	0.767	n
OG0002405	0.131	n
OG0002406	0.13	n
OG0002407	0.192	n
OG0002408	0.028	y
OG0002409	0.003	y
OG0002410	0.003	y
OG0002411	0.012	y
OG0002414	0.002	y
OG0002415	0.33	n
OG0002417	0.233	n
OG0002419	0.16	n
OG0002420	0.097	n
OG0002421	0.043	y
OG0002422	0.075	n
OG0002423	0.208	n
OG0002424	0.33	n
OG0002426	0.331	n
OG0002427	0.765	n
OG0002428	0.358	n
OG0002429	0.004	y
OG0002430	0.09	n
OG0002432	0.341	n
OG0002433	0.912	n
OG0002434	0.104	n
OG0002435	0.426	n
OG0002436	0.069	n
OG0002437	0.136	n
OG0002438	0.482	n
OG0002439	0.95	n
OG0002440	0.408	n
OG0002441	0.001	y
OG0002442	0.051	n
OG0002443	0.576	n
OG0002445	0.013	y
OG0002446	0.004	y
OG0002448	0.005	y
OG0002449	0.019	y
OG0002450	0.048	y
OG0002451	0.002	y
OG0002452	0.037	y
OG0002453	0.501	n
OG0002456	0.928	n
OG0002457	0.364	n
OG0002459	0.972	n
OG0002460	0.207	n
OG0002462	0.271	n
OG0002463	0.788	n
OG0002464	0.003	y
OG0002465	0.101	n
OG0002466	0.91	n
OG0002467	0.283	n
OG0002468	0.002	y
OG0002469	0.117	n
OG0002470	0.091	n
OG0002471	0.035	y
OG0002472	0.466	n
OG0002473	0.135	n
OG0002475	0.009	y
OG0002476	0.001	y
OG0002477	0.036	y
OG0002478	0.087	n
OG0002479	0.028	y
OG0002481	0.003	y
OG0002482	0.158	n
OG0002483	0.001	y
OG0002484	0.025	y
OG0002485	0.565	n
OG0002486	0.271	n
OG0002487	0.289	n
OG0002488	0.747	n
OG0002489	0.136	n
OG0002491	0.136	n
OG0002492	0.093	n
OG0002493	0.697	n
OG0002494	0.323	n
OG0002496	0.616	n
OG0002497	0.898	n
OG0002498	0.692	n
OG0002499	0.42	n
OG0002500	0	y
OG0002501	0.001	y
OG0002502	0.007	y
OG0002503	0.167	n
OG0002504	0.939	n
OG0002506	0.254	n
OG0002507	0.192	n
OG0002508	0.148	n
OG0002509	0.102	n
OG0002510	0.589	n
OG0002512	0.553	n
OG0002513	0.001	y
OG0002514	0.958	n
OG0002515	0.181	n
OG0002516	0.296	n
OG0002517	0.093	n
OG0002518	0.001	y
OG0002519	0.048	y
OG0002520	0.003	y
OG0002521	0.31	n
OG0002522	0.081	n
OG0002523	0.003	y
OG0002524	0.001	y
OG0002525	0.214	n
OG0002526	0.585	n
OG0002527	0.001	y
OG0002528	0.143	n
OG0002529	0.133	n
OG0002530	0.359	n
OG0002531	0.753	n
OG0002532	0.097	n
OG0002533	0.384	n
OG0002534	0.066	n
OG0002535	0.847	n
OG0002537	0.001	y
OG0002538	0.827	n
OG0002539	0.883	n
OG0002540	0.072	n
OG0002541	0.003	y
OG0002544	0.016	y
OG0002545	0.945	n
OG0002546	0.33	n
OG0002547	0.107	n
OG0002548	0.626	n
OG0002549	0.569	n
OG0002550	0.208	n
OG0002552	0.001	y
OG0002553	0.069	n
OG0002554	0.666	n
OG0002555	0.224	n
OG0002556	0.003	y
OG0002557	0.067	n
OG0002558	0.005	y
OG0002559	0.286	n
OG0002560	0.005	y
OG0002561	0.001	y
OG0002562	0.528	n
OG0002563	0.013	y
OG0002565	0.001	y
OG0002566	0.936	n
OG0002569	0.001	y
OG0002570	0.379	n
OG0002572	0.005	y
OG0002574	0.357	n
OG0002577	0.013	y
OG0002579	0.039	y
OG0002580	0.039	y
OG0002583	0.005	y
OG0002584	0.28	n
OG0002587	0.003	y
OG0002605	0.003	y
OG0002608	0.001	y
OG0002637	0.331	n
OG0002638	0.057	n
OG0002639	0.15	n
OG0002640	0.584	n
OG0002641	0.004	y
OG0002642	0.066	n
OG0002643	0.198	n
OG0002644	0.718	n
OG0002645	0.036	y
OG0002646	0.275	n
OG0002647	0.468	n
OG0002648	0.095	n
OG0002649	0.335	n
OG0002650	0.215	n
OG0002651	0.248	n
OG0002652	0.102	n
OG0002653	0.001	y
OG0002654	0.137	n
OG0002656	0.107	n
OG0002657	0.006	y
OG0002658	0.412	n
OG0002659	0.006	y
OG0002660	0.095	n
OG0002661	0.198	n
OG0002662	0.401	n
OG0002663	0.142	n
OG0002664	0.517	n
OG0002665	0.136	n
OG0002667	0.691	n
OG0002670	0.855	n
OG0002671	0.003	y
OG0002672	0.016	y
OG0002673	0.083	n
OG0002674	0.961	n
OG0002675	0.367	n
OG0002677	0.83	n
OG0002678	0.001	y
OG0002679	0.331	n
OG0002680	0.095	n
OG0002681	0.96	n
OG0002682	0.001	y
OG0002684	0.373	n
OG0002685	0.043	y
OG0002686	0.19	n
OG0002687	0.532	n
OG0002689	0.023	y
OG0002690	0.048	y
OG0002691	0.712	n
OG0002693	0.298	n
OG0002694	0.208	n
OG0002695	0.013	y
OG0002696	0.083	n
OG0002697	0.186	n
OG0002698	0.136	n
OG0002699	0.254	n
OG0002700	0.588	n
OG0002701	0.027	y
OG0002702	0.505	n
OG0002703	0.616	n
OG0002704	0.713	n
OG0002705	0.043	y
OG0002706	0.67	n
OG0002709	0.007	y
OG0002710	0.053	n
OG0002711	0.898	n
OG0002712	0.038	y
OG0002713	0.001	y
OG0002714	0.316	n
OG0002715	0.585	n
OG0002716	0.687	n
OG0002718	0.685	n
OG0002720	0.196	n
OG0002721	0.621	n
OG0002722	0.275	n
OG0002723	0.319	n
OG0002724	0.001	y
OG0002725	0.484	n
OG0002726	0.096	n
OG0002727	0.117	n
OG0002728	0.041	y
OG0002729	0.331	n
OG0002730	0.352	n
OG0002731	0.363	n
OG0002732	0.059	n
OG0002733	0.353	n
OG0002734	0.006	y
OG0002735	0.339	n
OG0002736	0.335	n
OG0002737	0.641	n
OG0002738	0.547	n
OG0002740	0.091	n
OG0002741	0.001	y
OG0002742	0.848	n
OG0002743	0.636	n
OG0002746	0.929	n
OG0002748	0.677	n
OG0002749	0.936	n
OG0002751	0.662	n
OG0002752	0.955	n
OG0002753	0.005	y
OG0002754	0.258	n
OG0002755	0.157	n
OG0002756	0.552	n
OG0002757	0.331	n
OG0002758	0.687	n
OG0002760	0.248	n
OG0002761	0.278	n
OG0002762	0.804	n
OG0002763	0.663	n
OG0002764	0.001	y
OG0002765	0.619	n
OG0002767	0.125	n
OG0002768	0.132	n
OG0002769	0.074	n
OG0002770	0.011	y
OG0002771	0.917	n
OG0002772	0.409	n
OG0002773	0.194	n
OG0002774	0.089	n
OG0002775	0.56	n
OG0002776	0.961	n
OG0002777	0.831	n
OG0002778	0.012	y
OG0002779	0.889	n
OG0002781	0.004	y
OG0002782	0.129	n
OG0002784	0.866	n
OG0002785	0.269	n
OG0002786	0.005	y
OG0002787	0.322	n
OG0002788	0.001	y
OG0002789	0.26	n
OG0002790	0.955	n
OG0002791	0.066	n
OG0002793	0.26	n
OG0002794	0.208	n
OG0002795	0.016	y
OG0002796	0.027	y
OG0002797	0.641	n
OG0002798	0.796	n
OG0002799	0.127	n
OG0002800	0.028	y
OG0002802	0.247	n
OG0002803	0.568	n
OG0002804	0.412	n
OG0002805	0.651	n
OG0002807	0.019	y
OG0002808	0.101	n
OG0002809	0.059	n
OG0002810	0.63	n
OG0002812	0.304	n
OG0002813	0.894	n
OG0002814	0.147	n
OG0002815	0.085	n
OG0002816	0.019	y
OG0002817	0.029	y
OG0002818	0.636	n
OG0002819	0.95	n
OG0002820	0.049	y
OG0002821	0.578	n
OG0002823	0.125	n
OG0002825	0.167	n
OG0002826	0.956	n
OG0002828	0.789	n
OG0002829	0.493	n
OG0002830	0.008	y
OG0002831	0.003	y
OG0002832	0.656	n
OG0002833	0.001	y
OG0002834	0.307	n
OG0002835	0.568	n
OG0002836	0.671	n
OG0002837	0.015	y
OG0002838	0.572	n
OG0002839	0.051	n
OG0002840	0.244	n
OG0002841	0.09	n
OG0002842	0.593	n
OG0002843	0.028	y
OG0002844	0.398	n
OG0002845	0.791	n
OG0002846	0.484	n
OG0002847	0.279	n
OG0002849	0.606	n
OG0002850	0.019	y
OG0002851	0.069	n
OG0002852	0.375	n
OG0002853	0.006	y
OG0002854	0.147	n
OG0002855	0.643	n
OG0002856	0.032	y
OG0002857	0.114	n
OG0002858	0.028	y
OG0002859	0.829	n
OG0002860	0.819	n
OG0002861	0.264	n
OG0002862	0.257	n
OG0002863	0.034	y
OG0002865	0.432	n
OG0002866	0.019	y
OG0002867	0.364	n
OG0002868	0.027	y
OG0002869	0.247	n
OG0002870	0.615	n
OG0002871	0.11	n
OG0002872	0.054	n
OG0002873	0.26	n
OG0002874	0.484	n
OG0002875	0.141	n
OG0002877	0.005	y
OG0002879	0	y
OG0002881	0	y
OG0002884	0.143	n
OG0002887	0	y
OG0002888	0.001	y
OG0002890	0.001	y
OG0002891	0.278	n
OG0002893	0.101	n
OG0002898	0.26	n
OG0002899	0.049	y
OG0002900	0.004	y
OG0002901	0.21	n
OG0002902	0.591	n
OG0002903	0.001	y
OG0002904	0.762	n
OG0002907	0.001	y
OG0002918	0.009	y
OG0002919	0.123	n
OG0002920	0.842	n
OG0002922	0.001	y
OG0002929	0.001	y
OG0002932	0.002	y
OG0002933	0.024	y
OG0002967	0.154	n
OG0002968	0.307	n
OG0002969	0.016	y
OG0002970	0.117	n
OG0002972	0.006	y
OG0002973	0.025	y
OG0002974	0.615	n
OG0002975	0.939	n
OG0002977	0.444	n
OG0002978	0.025	y
OG0002979	0.654	n
OG0002980	0.518	n
OG0002981	0.71	n
OG0002982	0.3	n
OG0002983	0.256	n
OG0002984	0.001	y
OG0002985	0.075	n
OG0002986	0.767	n
OG0002987	0.073	n
OG0002988	0.005	y
OG0002989	0.431	n
OG0002990	0.509	n
OG0002992	0.788	n
OG0002993	0.331	n
OG0002994	0.699	n
OG0002996	0.25	n
OG0002997	0.027	y
OG0002998	0.481	n
OG0002999	0.329	n
OG0003000	0.63	n
OG0003001	0.132	n
OG0003002	0.224	n
OG0003003	0.587	n
OG0003004	0.095	n
OG0003005	0.47	n
OG0003006	0.025	y
OG0003008	0.357	n
OG0003009	0.172	n
OG0003010	0.175	n
OG0003011	0.16	n
OG0003013	0.827	n
OG0003014	0.303	n
OG0003015	0.102	n
OG0003016	0.598	n
OG0003017	0.501	n
OG0003018	0.447	n
OG0003019	0.09	n
OG0003020	0.464	n
OG0003021	0.541	n
OG0003022	0.604	n
OG0003023	0.201	n
OG0003024	0.102	n
OG0003025	0.767	n
OG0003027	0.265	n
OG0003028	0.821	n
OG0003029	0.541	n
OG0003030	0.34	n
OG0003031	0.518	n
OG0003032	0.177	n
OG0003033	0.216	n
OG0003034	0.02	y
OG0003035	0.25	n
OG0003036	0.398	n
OG0003037	0.329	n
OG0003038	0.343	n
OG0003039	0.011	y
OG0003040	0.203	n
OG0003041	0.124	n
OG0003042	0.048	y
OG0003043	0.379	n
OG0003044	0.189	n
OG0003045	0.514	n
OG0003046	0.256	n
OG0003047	0.666	n
OG0003048	0.345	n
OG0003049	0.445	n
OG0003050	0.96	n
OG0003051	0.231	n
OG0003052	0.001	y
OG0003054	0.384	n
OG0003055	0.265	n
OG0003056	0.003	y
OG0003057	0.227	n
OG0003059	0.048	y
OG0003060	0.31	n
OG0003061	0.218	n
OG0003063	0.482	n
OG0003064	0.445	n
OG0003065	0.168	n
OG0003066	0.82	n
OG0003067	0.526	n
OG0003068	0.162	n
OG0003069	0.544	n
OG0003070	0.82	n
OG0003071	0.005	y
OG0003072	0.312	n
OG0003073	0.575	n
OG0003075	0.241	n
OG0003077	0.142	n
OG0003078	0.499	n
OG0003080	0.009	y
OG0003081	0.034	y
OG0003082	0.84	n
OG0003083	0.218	n
OG0003084	0.041	y
OG0003085	0.138	n
OG0003086	0.087	n
OG0003087	0.607	n
OG0003088	0.41	n
OG0003089	0.109	n
OG0003090	0.323	n
OG0003092	0.141	n
OG0003094	0.095	n
OG0003095	0.482	n
OG0003096	0.377	n
OG0003098	0.366	n
OG0003099	0.878	n
OG0003100	0.102	n
OG0003102	0.541	n
OG0003103	0.006	y
OG0003104	0.167	n
OG0003105	0.544	n
OG0003106	0.32	n
OG0003107	0.097	n
OG0003108	0.472	n
OG0003109	0.33	n
OG0003110	0.636	n
OG0003111	0.977	n
OG0003112	0.09	n
OG0003113	0.001	y
OG0003114	0.409	n
OG0003115	0.017	y
OG0003116	0.495	n
OG0003117	0.724	n
OG0003118	0.167	n
OG0003119	0.025	y
OG0003120	0.106	n
OG0003121	0.742	n
OG0003122	0.107	n
OG0003123	0.034	y
OG0003124	0.264	n
OG0003125	0.939	n
OG0003126	0.78	n
OG0003127	0.588	n
OG0003129	0.349	n
OG0003130	0.117	n
OG0003131	0.585	n
OG0003132	0.826	n
OG0003133	0.495	n
OG0003136	0.565	n
OG0003137	0.312	n
OG0003138	0.25	n
OG0003139	0.176	n
OG0003141	0.041	y
OG0003142	0.039	y
OG0003143	0.062	n
OG0003144	0.061	n
OG0003147	0.003	y
OG0003148	0.018	y
OG0003149	0.956	n
OG0003150	0.632	n
OG0003151	0.069	n
OG0003153	0.101	n
OG0003154	0.541	n
OG0003155	0.483	n
OG0003156	0.93	n
OG0003157	0.849	n
OG0003158	0.219	n
OG0003160	0.672	n
OG0003162	0.014	y
OG0003163	0.744	n
OG0003164	0.273	n
OG0003165	0.079	n
OG0003166	0.203	n
OG0003167	0.595	n
OG0003168	0.317	n
OG0003169	0.014	y
OG0003170	0.674	n
OG0003171	0.223	n
OG0003172	0.013	y
OG0003173	0.159	n
OG0003174	0.316	n
OG0003175	0.71	n
OG0003176	0.16	n
OG0003177	0.123	n
OG0003178	0.616	n
OG0003179	0.06	n
OG0003180	0.909	n
OG0003181	0.73	n
OG0003182	0.245	n
OG0003183	0.615	n
OG0003184	0.573	n
OG0003185	0.143	n
OG0003186	0.48	n
OG0003187	0.223	n
OG0003188	0.176	n
OG0003189	0.275	n
OG0003190	0.214	n
OG0003191	0.027	y
OG0003192	0.616	n
OG0003194	0.089	n
OG0003195	0.348	n
OG0003196	0.699	n
OG0003198	0.101	n
OG0003199	0.001	y
OG0003200	0.182	n
OG0003202	0.203	n
OG0003203	0.004	y
OG0003206	0.005	y
OG0003207	0.157	n
OG0003208	0.056	n
OG0003209	0.518	n
OG0003211	0.263	n
OG0003212	0.918	n
OG0003213	0.549	n
OG0003214	0.337	n
OG0003215	0.971	n
OG0003216	0.264	n
OG0003217	0.308	n
OG0003218	0.017	y
OG0003219	0.939	n
OG0003220	0.795	n
OG0003221	0.802	n
OG0003222	0.87	n
OG0003224	0.06	n
OG0003225	0.785	n
OG0003226	0.203	n
OG0003227	0.938	n
OG0003228	0.785	n
OG0003229	0.301	n
OG0003230	0.076	n
OG0003232	0.584	n
OG0003233	0.094	n
OG0003234	0.912	n
OG0003235	0.249	n
OG0003236	0.011	y
OG0003237	0.245	n
OG0003238	0.895	n
OG0003239	0.771	n
OG0003240	0.32	n
OG0003241	0.596	n
OG0003242	0.973	n
OG0003243	0.477	n
OG0003244	0.005	y
OG0003245	0.457	n
OG0003246	0.331	n
OG0003247	0.051	n
OG0003248	0.621	n
OG0003249	0.685	n
OG0003250	0.765	n
OG0003251	0.003	y
OG0003252	0.947	n
OG0003253	0.835	n
OG0003254	0.558	n
OG0003255	0.041	y
OG0003256	0.059	n
OG0003257	0.314	n
OG0003258	0.567	n
OG0003259	0.742	n
OG0003260	0.596	n
OG0003261	0.11	n
OG0003262	0.06	n
OG0003263	0.041	y
OG0003264	0.203	n
OG0003265	0.087	n
OG0003266	0.278	n
OG0003267	0.649	n
OG0003269	0.331	n
OG0003270	0.004	y
OG0003271	0.955	n
OG0003272	0.569	n
OG0003273	0.382	n
OG0003274	0.48	n
OG0003275	0.004	y
OG0003276	0.005	y
OG0003277	0.445	n
OG0003278	0.017	y
OG0003279	0.058	n
OG0003280	0.003	y
OG0003281	0.087	n
OG0003282	0.945	n
OG0003283	0.213	n
OG0003284	0.615	n
OG0003285	0.305	n
OG0003286	0.066	n
OG0003287	0.471	n
OG0003289	0.457	n
OG0003290	0.005	y
OG0003291	0.049	y
OG0003292	0.133	n
OG0003293	0.528	n
OG0003294	0.019	y
OG0003296	0.223	n
OG0003297	0.09	n
OG0003298	0.001	y
OG0003300	0.011	y
OG0003302	0.001	y
OG0003303	0.043	y
OG0003305	0	y
OG0003306	0.003	y
OG0003308	0.003	y
OG0003313	0.065	n
OG0003314	0.403	n
OG0003317	0.005	y
OG0003319	0	y
OG0003320	0.041	y
OG0003321	0.234	n
OG0003323	0.052	n
OG0003327	0.323	n
OG0003328	0.283	n
OG0003330	0.002	y
OG0003331	0.007	y
OG0003340	0.041	y
OG0003341	0.215	n
OG0003342	0.55	n
OG0003343	0.032	y
OG0003344	0.58	n
OG0003348	0	y
OG0003352	0.552	n
OG0003378	0.093	n
OG0003379	0.056	n
OG0003386	0.001	y
OG0003405	0.088	n
OG0003406	0.506	n
OG0003407	0.307	n
OG0003408	0.956	n
OG0003409	0.352	n
OG0003410	0.087	n
OG0003411	0.136	n
OG0003413	0.898	n
OG0003414	0.516	n
OG0003416	0.585	n
OG0003417	0.198	n
OG0003419	0.141	n
OG0003420	0.358	n
OG0003421	0.51	n
OG0003422	0.528	n
OG0003423	0.55	n
OG0003424	0.898	n
OG0003425	0.964	n
OG0003426	0.956	n
OG0003427	0.872	n
OG0003428	0.997	n
OG0003429	0.898	n
OG0003430	0.987	n
OG0003431	0.38	n
OG0003432	0.313	n
OG0003433	0.449	n
OG0003434	0.31	n
OG0003436	0.528	n
OG0003437	0.301	n
OG0003438	0.678	n
OG0003439	0.083	n
OG0003442	0.392	n
OG0003443	0.89	n
OG0003444	0.577	n
OG0003445	0.202	n
OG0003446	0.301	n
OG0003447	0.528	n
OG0003448	0.568	n
OG0003449	0.777	n
OG0003450	0.407	n
OG0003452	0.136	n
OG0003454	0.095	n
OG0003455	0.117	n
OG0003456	0.614	n
OG0003457	0.202	n
OG0003458	0.914	n
OG0003460	0.962	n
OG0003461	0.157	n
OG0003462	0.708	n
OG0003463	0.258	n
OG0003464	0.29	n
OG0003465	0.506	n
OG0003466	0.593	n
OG0003467	0.345	n
OG0003469	0.382	n
OG0003470	0.031	y
OG0003471	0.692	n
OG0003472	0.416	n
OG0003474	0.429	n
OG0003475	0.959	n
OG0003476	0.159	n
OG0003477	0.051	n
OG0003478	0.944	n
OG0003479	0.345	n
OG0003480	0.052	n
OG0003481	0.71	n
OG0003482	0.396	n
OG0003483	0.571	n
OG0003484	0.867	n
OG0003485	0.6	n
OG0003486	0.615	n
OG0003487	0.939	n
OG0003488	0.004	y
OG0003489	0.723	n
OG0003490	0.879	n
OG0003491	0.048	y
OG0003493	0.33	n
OG0003494	0.235	n
OG0003495	0.309	n
OG0003496	0.649	n
OG0003497	0.159	n
OG0003498	0.692	n
OG0003499	0.817	n
OG0003500	0.658	n
OG0003502	0.639	n
OG0003503	0.352	n
OG0003505	0.872	n
OG0003506	0.019	y
OG0003507	0.123	n
OG0003508	0.653	n
OG0003509	0.508	n
OG0003510	0.006	y
OG0003511	0.94	n
OG0003512	0.658	n
OG0003513	0.142	n
OG0003514	0.84	n
OG0003515	0.973	n
OG0003516	0.366	n
OG0003517	0.898	n
OG0003518	0.55	n
OG0003519	0.941	n
OG0003520	0.618	n
OG0003521	0.26	n
OG0003522	0.404	n
OG0003523	0.348	n
OG0003524	0.384	n
OG0003526	0.616	n
OG0003527	0.279	n
OG0003528	0.713	n
OG0003529	0.421	n
OG0003530	0.51	n
OG0003531	0.142	n
OG0003532	0.185	n
OG0003534	0.292	n
OG0003535	0.495	n
OG0003536	0.095	n
OG0003537	0.964	n
OG0003538	0.234	n
OG0003539	0.313	n
OG0003540	0.203	n
OG0003541	0.826	n
OG0003542	0.775	n
OG0003543	0.617	n
OG0003544	0.632	n
OG0003545	0.84	n
OG0003546	0.203	n
OG0003547	0.546	n
OG0003548	0.878	n
OG0003549	0.854	n
OG0003550	0.31	n
OG0003551	0.927	n
OG0003552	0.513	n
OG0003553	0.955	n
OG0003554	0.718	n
OG0003555	0.736	n
OG0003556	0.615	n
OG0003557	0.607	n
OG0003558	0.783	n
OG0003559	0.263	n
OG0003560	0.429	n
OG0003561	0.286	n
OG0003562	0.051	n
OG0003563	0.218	n
OG0003564	0.872	n
OG0003565	0.427	n
OG0003566	0.352	n
OG0003567	0.618	n
OG0003569	0.123	n
OG0003570	0.689	n
OG0003571	0.663	n
OG0003572	0.593	n
OG0003573	0.019	y
OG0003574	0.3	n
OG0003575	0.136	n
OG0003576	0.704	n
OG0003577	0.198	n
OG0003579	0.26	n
OG0003580	0.658	n
OG0003581	0.198	n
OG0003582	0.506	n
OG0003583	0.826	n
OG0003584	0.48	n
OG0003585	0.007	y
OG0003586	0.369	n
OG0003587	0.706	n
OG0003588	0.107	n
OG0003589	0.211	n
OG0003590	0.198	n
OG0003591	0.102	n
OG0003592	0.756	n
OG0003594	0.903	n
OG0003595	0.964	n
OG0003596	0.713	n
OG0003597	0.003	y
OG0003599	0.311	n
OG0003600	0.208	n
OG0003601	0.007	y
OG0003602	0.585	n
OG0003603	0.136	n
OG0003605	0.938	n
OG0003606	0.026	y
OG0003607	0.409	n
OG0003608	0.658	n
OG0003609	0.161	n
OG0003610	0.308	n
OG0003611	0.409	n
OG0003612	0.752	n
OG0003613	0.107	n
OG0003614	0.544	n
OG0003615	0.352	n
OG0003616	0.193	n
OG0003618	0.938	n
OG0003619	0.26	n
OG0003620	0.583	n
OG0003621	0.311	n
